"store_id","prod_id","category","org_price","suggested_price","est_org_vol","est_vol","est_cost","est_org_rev","est_rev","est_prft","incre_rev","incre_prft"
341,999275136,"COFFEES AND ROASTED MIXTURES",5.79,5.21,1.15371533415429,2.48781968835231,5.1205,6.68001178475333,12.9615405763155,0.222659862107532,6.2815287915622,-0.549752554108765
345,999275136,"COFFEES AND ROASTED MIXTURES",5.79,6.95,1.64310419046688,2.2352460169212,5.1205,9.51357326280321,15.5349598176024,4.08938258795734,6.02138655479916,2.98932433243977
588,999275136,"COFFEES AND ROASTED MIXTURES",5.79,6.95,2.2,2.2,5.1205,12.738,15.29,4.0249,2.552,2.552
342,999252816,"COFFEES AND ROASTED MIXTURES",2.79,3.35,8.37123587197014e-34,4.4,1.653,2.33557480827967e-33,14.74,7.4668,14.74,7.4668
346,999252816,"COFFEES AND ROASTED MIXTURES",2.79,3.35,3.29541355736015,3.29994405678259,1.653,9.19420382503482,11.0548125902217,5.60000506436005,1.86060876518685,1.85311984964156
344,999252816,"COFFEES AND ROASTED MIXTURES",2.79,2.23,0.328379647392582,3.38838327581305,1.653,0.916179216225304,7.55609470506311,1.95509715014413,6.6399154888378,1.58172949105877
345,999252816,"COFFEES AND ROASTED MIXTURES",2.79,3.35,1.00038196062989,1.935929212661,1.653,2.79106567015739,6.48536286241434,3.28527187388571,3.69429719225695,2.14783758464953
348,999252816,"COFFEES AND ROASTED MIXTURES",2.79,2.23,2.6763009497419,4.29742166729557,1.653,7.46687964977991,9.58325031806911,2.47961230202954,2.1163706682892,-0.563341877827003
342,999156311,"BEER WITH ALCOHOL",11.99,14.39,4.00954214657783,4.08569286656925,11.3905,48.0744103374682,58.7931203499315,12.2550357532745,10.7187100124634,9.85131523640106
349,999156311,"BEER WITH ALCOHOL",11.99,14.39,0.0231237866807152,0.0436277145896829,11.3905,0.277254202301775,0.627802812945536,0.130861329911754,0.350548610643762,0.116998619796665
346,999156311,"BEER WITH ALCOHOL",23.99,19.19,0.590265000630739,0.885952762113525,11.3905,14.1604573651314,17.0014335049585,6.90998856810444,2.84097613982711,-0.527055307342558
343,999156311,"BEER WITH ALCOHOL",11.99,14.39,1,1.18434793310516,11.3905,11.99,17.0427667573832,3.55245162534893,5.05276675738324,2.95295162534893
344,999156311,"BEER WITH ALCOHOL",11.99,14.39,1.96769877177782,1.99709376375312,11.3905,23.5927082736161,28.7381792604075,5.9902827443775,5.14547098679136,4.81064733069669
341,999156311,"BEER WITH ALCOHOL",23.99,28.79,1,1,11.3905,23.99,28.79,17.3995,4.8,4.8
346,999256213,"COFFEES AND ROASTED MIXTURES",9.89,11.87,1,1,8.5405,9.89,11.87,3.3295,1.98,1.98
343,999256213,"COFFEES AND ROASTED MIXTURES",9.89,11.87,1.76831864913732,1.86678413440116,8.5405,17.4886714399681,22.1587276753418,6.21545777548868,4.6700562353737,3.82911175847786
344,999256213,"COFFEES AND ROASTED MIXTURES",9.89,11.87,1.50067524283359,2.47271973573044,8.5405,14.8416781516242,29.3511832631204,8.23292036011451,14.5095051114961,6.20775911991058
341,999256213,"COFFEES AND ROASTED MIXTURES",9.89,11.87,1.74139900508499,2.08238865492308,8.5405,17.2224361602905,24.717953333937,6.93331302656639,7.49551717364642,4.5832950692042
344,999184392,"COFFEES AND ROASTED MIXTURES",11.49,9.65,0.209185616237324,1.33144785937801,9.4905,2.40354273056685,12.8484718429978,0.212365933570794,10.444929112431,-0.205900706095735
345,999184392,"COFFEES AND ROASTED MIXTURES",11.49,9.65,1.03572351713142,1.99451570828498,9.4905,11.9004632118401,19.2470765849501,0.318125255471454,7.34661337310999,-1.75280391703283
588,999184392,"COFFEES AND ROASTED MIXTURES",11.49,9.65,1.53051575903998,2.90647093963382,9.4905,17.5856260713694,28.0474445674663,0.463582114871596,10.461818496097,-2.59668414532885
